epoch,train_loss,val_loss,rouge1,rouge2,rougeL,epoch_time_sec,total_time_sec
1,8.195294472340787,6.6788507674602755,0.1347588761707329,0.007773413780835476,0.1015061884826726,143.69582021189854,
2,6.28178402225623,6.008434843509756,0.14706670706121472,0.014186110830291762,0.10154977634636496,146.1493822329212,
3,5.7721203161089605,5.745761151009417,0.1733136454572749,0.018671740616969707,0.11763703544570005,133.84979413205292,
4,5.475602484285162,5.611253850003506,0.16885933212879217,0.020908236706291293,0.11559858793350748,138.58609230199363,
5,5.272854666763477,5.524840562901598,0.17935665629239386,0.02379406200359201,0.1249408395544306,130.0890703049954,
6,5.098923465643036,5.47059650624052,0.17399486051104343,0.024484167890432826,0.11966720899077224,129.50108658196405,
7,4.934696154647998,5.427980884592584,0.18387015137736293,0.02657798149647412,0.12636993619259496,130.1112273670733,
8,4.792140492428555,5.400159308250914,0.1912212450581141,0.027272856003515696,0.12902166909746124,131.74738573201466,
9,4.685101112622894,5.392826820941681,0.20569514612286402,0.03211676836906136,0.13603944283213443,132.50474995095283,
10,4.566056154015359,5.3847181441936085,0.19265775515819572,0.02524209596353543,0.1285489858145933,131.51197024295107,
11,4.456393124012465,5.391524639535458,0.19405709946152094,0.027056846685608274,0.12995921897907445,129.95634564594366,
12,4.361594366223625,5.398675898288158,0.2092001836978506,0.030804561400894045,0.1333360039299137,134.5200591890607,
13,4.273897459801663,5.405808829246683,0.20386658740271893,0.03144530717701304,0.135083727585548,132.04652851400897,
TOTAL,,,,,,,1879.3524125380209
