epoch,train_loss,val_loss,rouge1,rouge2,rougeL,epoch_time_sec,total_time_sec
1,8.818730271800181,7.0498206615448,0.10522919115161879,0.004789761952555998,0.08547739776063734,224.38817017700057,
2,6.621340436613962,6.277919155486087,0.1527387043271708,0.012150401593066044,0.10585660371221557,234.14305869990494,
3,6.081860558370526,5.975366536607134,0.14776445383516493,0.012273682485529482,0.10431717996599346,228.69012265803758,
4,5.812518023373036,5.819711015579548,0.1588368861852187,0.014805646044162816,0.11147262375035559,228.47280917491298,
5,5.636474807610672,5.722025678512898,0.16062776514011678,0.01622864823627859,0.1126904653848424,227.69682764494792,
6,5.503284805812193,5.648757838188334,0.15744677638480364,0.015413269515956254,0.1072725725250649,225.9651149379788,
7,5.378923986199196,5.591589887091454,0.1675241933937902,0.021634416463912485,0.11561922987868287,226.78378421696834,
8,5.2831351312358725,5.554920059569339,0.173507169784238,0.018897447030170888,0.11997545755233753,229.58327661606018,
9,5.211934247177639,5.521824583094171,0.1813816188739224,0.021675285637824046,0.12120320982356926,229.4705326410476,
10,5.136560980121741,5.503859129357846,0.18219038207385993,0.020185384984260705,0.12174971466001817,226.90898503398057,
11,5.0675271087817935,5.487153012701806,0.19217229401630614,0.028575184570495432,0.1279306025010055,225.654978368897,
12,5.006905379991853,5.47385384681377,0.18979687391281208,0.02534007286905085,0.13289886339197549,227.2399849180365,
13,4.962672387883904,5.464697721156668,0.19716670821787477,0.028720808376165988,0.1311713144552936,228.06693772005383,
14,4.917673014522938,5.459560394287109,0.19416905623414013,0.025840495365603608,0.13188836990486774,225.81459720002022,
15,4.874468814121204,5.455234542806098,0.1979351002727262,0.027601095702394534,0.13168736733798608,226.6792427119799,
16,4.837128758162595,5.453606443202242,0.19732362313705393,0.025275186763488527,0.13083385041417492,226.44629892497323,
17,4.8101427892620645,5.451490315985172,0.19912628039651165,0.029051326524532732,0.1311487865703176,226.30596775002778,
18,4.785758760002222,5.451965463922379,0.20010121261416772,0.027205942726346157,0.13199314816612664,226.95789107098244,
19,4.781556071592181,5.451821144590986,0.19956012341408622,0.02882868089936742,0.13245493112571208,228.27295585698448,
20,4.763466464267688,5.451923431234157,0.2018104283646926,0.027202060978284315,0.13283433607917366,227.44271781900898,
TOTAL,,,,,,,4663.663229934988
